Key,ParentTechniqueID,Value
T1573.002,T1573,Attacker has used the Plink utility to tunnel RDP back to C2 infrastructure.
T1562.001,T1562,"For example, adversaries have used tools such as GMER to find and shut down hidden processes and antivirus software on infected systems."
T1059.003,T1059,Software executes cmd.exe to provide a reverse shell to adversaries.
T1484.002,T1484,Attacker changed domain federation trust settings using Azure AD administrative permissions to configure the domain to accept authorization tokens signed by their own SAML signing certificate.
T1518.001,T1518,Software can determine if a compromised host has security products installed.
T1036.005,T1036,Software's installation file is an unsigned DMG image under the guise of Intego’s security solution for mac.
T1055.004,T1055,Software has queued an APC routine to explorer.exe by calling ZwQueueApcThread.
T1070.006,T1070,Software has modified file and directory timestamps.
T1587.001,T1587,"Adversaries may develop malware to support their operations, creating a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors."
T1055.012,T1055,Software can use process hollowing for execution.
T1204.002,T1204,Attacker has used macro-enabled MS Word documents to lure victims into executing malicious payloads.
T1218.007,T1218,Software can use `msiexec.exe` for execution of malicious DLL.
T1574.004,T1574,Software has a dylib hijacker module that generates a malicious dylib given the path to a legitimate dylib of a vulnerable application.
T1573.002,T1573,Software can use SSL/TLS for its HTTPS Telegram Bot API-based C2 channel.
T1574.002,T1574,Software exploits a security vulnerability to load a fake DLL and execute its code.
T1003.002,T1003,"During , the threat actors leveraged a custom tool to dump OS credentials and used following commands: `reg save HKLM\\SYSTEM system.hiv`, `reg save HKLM\\SAM sam.hiv`, and `reg save HKLM\\SECURITY security.hiv`, to dump SAM, SYSTEM and SECURITY hives."
T1573.002,T1573,"For efficiency, many protocols  use symmetric cryptography once a connection is established, but use asymmetric cryptography to establish or transmit a key."
T1567.001,T1567,"Access to these APIs are often over HTTPS, which gives the adversary an additional level of protection."
T1036.002,T1036,"For example, a Windows screensaver executable named <code>March 25 \u202Excod.scr</code> will display as <code>March 25 rcs.docx</code>."
T1560.003,T1560,Software uses a variation of the XOR cipher to encrypt files before exfiltration.
T1560.002,T1560,Software has compressed collected files with zLib.
T1102.001,T1102,Software collects C2 information via a dead drop resolver.
T1069.002,T1069,"Attacker has used tools like Adfind to query users, groups, organizational units, and trusts."
T1055.001,T1055,Attacker has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.
T1055.009,T1055,This information can be used to enumerate offsets  and gadgets  otherwise hidden by process memory protections such as address space layout randomization .
T1588.002,T1588,"For Attacker obtained publicly available tools such as YSoSerial.NET, ConfuserEx, and BadPotato."
T1027.002,T1027,Software has come with a packed payload.
T1553.004,T1553,When a user attempts to browse a website that presents a certificate that is not trusted an error message will be displayed to warn the user of the security risk.
T1550.003,T1550,"When preforming PtT, valid Kerberos tickets for  are captured by ."
T1566.003,T1566,Attacker has used LinkedIn to send spearphishing links.
T1548.006,T1548,"For example, adversaries can use Finder, which has FDA permissions by default, to execute malicious  while preventing a user prompt."
T1608.005,T1608,"Adversaries may clone legitimate sites to serve as the link target, this can include cloning of login pages of legitimate web services or organization login pages in an effort to harvest credentials during ."
T1547.001,T1547,Software adds a Registry Run key for ctfmon.exe to establish persistence.
T1585.002,T1585,"For , the threat actors registered email accounts to use during the campaign."
T1518.001,T1518,Software checks for the presence of Avast antivirus in the <code>C:\Program\Files\</code> folder.
T1027.007,T1027,Software can call and dynamically resolve hashed APIs.
T1557.001,T1557,"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system."
T1608.005,T1608,Links can be written by adversaries to mask the true destination in order to deceive victims by abusing the URL schema and increasing the effectiveness of phishing.
T1055.013,T1055,"Although deprecated, the TxF application programming interface  is still enabled as of Windows 10."
T1021.008,T1021,.
T1547.007,T1547,Adversaries may modify plist files to automatically run an application when a user logs in.
T1059.003,T1059,Software can launch a remote command line to execute commands on the victim’s machine.
T1137.001,T1137,An adversary may need to enable macros to execute unrestricted depending on the system or enterprise security policy on use of macros.
T1614.001,T1614,Software uses AppleScript to check the host's language and location with the command <code>user locale of </code>.
T1578.002,T1578,Attacker has created new virtual machines within the target's cloud environment after leveraging credential access to cloud assets.
T1543.005,T1543,"For example, by using the `docker run` or `podman run` command with the `restart=always` directive, a container can be configured to persistently restart on the host."
T1071.001,T1071,The Software C2 channel uses HTTP POST requests.
T1573.002,T1573,"Asymmetric cryptography, also known as public key cryptography, uses a keypair per party: one public that can be freely distributed, and one private."
T1583.001,T1583,"Attacker has registered domains often containing the keywords “kimjoy,” “h0pe,” and “grace,” using domain registrars including Netdorm and No-IP DDNS, and hosting providers including xTom GmbH and Danilenko, Artyom."
T1557.001,T1557,"Additionally, adversaries may encapsulate the NTLMv1/v2 hashes into various protocols, such as LDAP, SMB, MSSQL and HTTP, to expand and use multiple services with the valid NTLM response."
