Key,Value
T1203,Attacker has exploited vulnerabilities in Microsoft PowerPoint via OLE objects  and Microsoft Word via crafted TIFF images .
T1657,This creates the potential for multiple victims  in incidents involving financial theft.
T1043,Software has used Port Number 443 for C2 communications.
T1105,Software has the ability to download files to a compromised host.
T1125,Software can access the victim's webcam.
T1043,Software has used TCP port 8080 for C2.
T1562,Software reduces the integrity level of objects to allow write actions.
T1486,Attacker has used BitLocker and DiskCryptor to encrypt targeted workstations.
T1043,Attacker can use ports 443 and 53 for C2 communications via malware called TClient.
T1563,"When a user logs into a service, a session will be established that will allow them to maintain a continuous interaction with that service."
T1082,"Software collects the MAC address, computer name, and CPU information."
T1082,"Software collects system information, including the operating system version and hostname."
T1485,Software can overwrite files with random data before deleting them.
T1113,Software can retrieve screenshots from compromised hosts.
T1029,Software has the ability to wait for a specified time interval between communicating with and executing commands from C2.
T1027,APT34 has used base64-encoded files that are dropped to victims.
T1082,"Software has used the command <code>ls /etc | egrep -e""fedora\*|debian\*|gentoo\*|mandriva\*|mandrake\*|meego\*|redhat\*|lsb-\*|sun-\*|SUSE\*|release""</code> to determine which Linux OS version is running."
T1120,The information may be used to enhance their awareness of the system and network environment or may be used for further actions.
T1083,Software can enumerate files on the local file system and includes a module for enumerating recently accessed files.
T1141,This type of prompt can be used to collect credentials via various languages such as  and .
T1013,"Attacker installed a port monitoring tool, MAPMAKER, to print the active TCP connections on the local system."
T1123,Software can perform audio capture.
T1566,"Software has been spread through the use of phishing campaigns including ""call back phishing"" where victims are lured into calling a number provided through email."
T1027,Software encrypted gathered information with a combination of shifting and XOR using a static key.
T1082,"Software has collected the IOPlatformUUID, session UID, and the OS version using the command <code>sw_vers -productVersion</code>."
T1105,Software can upload files to the victim’s machine and can download additional payloads.
T1083,Software's server component can list directory contents.
T1016,Software can determine the domain of a compromised host.
T1205,"One means, originally implemented by Cd00r , is to use the libpcap libraries to sniff for the packets in question."
T1057,Attacker has used Windows-based utilities to carry out tasks including tasklist.exe.
T1057,Software can list the current running processes on the system.
T1049,"During , the threat actors used the `net session`, `net use`, and `netstat` commands as part of their advanced reconnaissance."
T1109,This technique may be similar to  but conducted upon other system components that may not have the same capability or level of integrity checking.
T1112,Attacker's backdoor has modified the Windows Registry to store the backdoor's configuration.
T1057,Software can identify running processes on a compromised host.
T1033,Software has the ability to identify the username on a compromised host.
T1091,Software can propagate via removable media using an autorun.inf file or the CVE-2010-2568 LNK vulnerability.
T1105,"Software can download payloads, and extract bytes from files. Software uses the <code>curl -fsL ""$url"" >$tmp_path</code> command to download malicious payloads into a temporary directory."
